Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,price_per_kg,total_revenue,discountValue
Fruits & Vegetables,Onion,2500,16,3,2100,1000,False,1,2100.0,6300,400
Fruits & Vegetables,Tomato Hybrid,4200,16,3,3500,1000,False,1,3500.0,10500,700
Fruits & Vegetables,Tender Coconut,5100,15,3,4300,58,False,1,74137.93103448277,12900,800
Fruits & Vegetables,Coriander Leaves,2000,15,3,1700,100,False,100,17000.0,5100,300
Fruits & Vegetables,Ladies Finger ,1400,14,3,1200,250,False,250,4800.0,3600,200
Fruits & Vegetables,Potato,3500,17,3,2900,1000,False,1,2900.0,8700,600
Fruits & Vegetables,Lemon,7500,16,3,6300,200,False,200,31500.0,18900,1200
Fruits & Vegetables,Watermelon ,5800,15,3,4900,58,False,1,84482.75862068965,14700,900
Fruits & Vegetables,Capsicum Green ,2300,17,3,1900,250,False,250,7600.0,5700,400
Fruits & Vegetables,Chilli Green ,1900,15,3,1600,100,False,100,16000.0,4800,300
Fruits & Vegetables,Banana Robusta,2900,17,3,2400,348,False,6,6896.55172413793,7200,500
Fruits & Vegetables,Garlic Indian ,1100,18,3,900,100,False,100,9000.0,2700,200
Fruits & Vegetables,Cauliflower,2600,15,3,2200,58,False,1,37931.034482758616,6600,400
Fruits & Vegetables,Ginger,1400,14,3,1200,200,False,200,6000.0,3600,200
Fruits & Vegetables,Spinach,1900,15,3,1600,250,False,250,6400.0,4800,300
Fruits & Vegetables,Muskmelon,4200,16,3,3500,58,False,1,60344.8275862069,10500,700
Fruits & Vegetables,Cabbage ,1500,13,3,1300,58,False,1,22413.79310344828,3900,200
Fruits & Vegetables,Methi,3000,16,3,2500,250,False,250,10000.0,7500,500
Fruits & Vegetables,Broccoli,3600,16,3,3000,500,False,500,6000.0,9000,600
Fruits & Vegetables,Sapota,3000,16,3,2500,348,False,6,7183.908045977011,7500,500
Fruits & Vegetables,Onion,6800,16,3,5700,3000,False,3,1900.0,17100,1100
Fruits & Vegetables,Potato,10000,16,3,8400,3000,False,3,2800.0,25200,1600
Fruits & Vegetables,Orange Nagpur,8200,15,3,6900,232,False,4,29741.37931034483,20700,1300
Fruits & Vegetables,Mint Leaves ,1100,18,3,900,100,False,100,9000.0,2700,200
Fruits & Vegetables,Beans French,3300,15,3,2800,250,False,250,11200.0,8400,500
Fruits & Vegetables,Bottle Gourd ,2600,15,3,2200,58,False,1,37931.034482758616,6600,400
Fruits & Vegetables,Banana Elaichi ,5800,15,3,4900,348,False,6,14080.459770114941,14700,900
Fruits & Vegetables,Coconut Big,3600,16,3,3000,58,False,1,51724.137931034486,9000,600
Fruits & Vegetables,Curry Leaves,1300,15,3,1100,50,False,50,22000.0,3300,200
Fruits & Vegetables,Brinjal Bharta,1900,15,3,1600,58,False,1,27586.20689655172,4800,300
Fruits & Vegetables,Lettuce Iceberg,2500,16,3,2100,250,False,250,8400.0,6300,400
Fruits & Vegetables,Papaya,5400,16,3,4500,58,False,1,77586.20689655172,13500,900
Fruits & Vegetables,Apple Shimla,14200,16,3,11900,232,False,4,51293.10344827586,35700,2300
Fruits & Vegetables,Bitter Gourd,1800,16,3,1500,250,False,250,6000.0,4500,300
Fruits & Vegetables,Brinjal Small,1800,16,3,1500,250,False,250,6000.0,4500,300
Fruits & Vegetables,Sweet Corn,3600,16,3,3000,116,False,2,25862.068965517243,9000,600
Fruits & Vegetables,Spring Onion ,1800,16,3,1500,250,False,250,6000.0,4500,300
Fruits & Vegetables,Bell Peppers Red & Yellow ,11800,16,3,9900,116,False,2,85344.82758620688,29700,1900
Fruits & Vegetables,Pomegranate ,10600,16,3,8900,116,False,2,76724.13793103448,26700,1700
Fruits & Vegetables,Sweet Lime,3000,16,3,2500,116,False,2,21551.724137931036,7500,500
Fruits & Vegetables,Baby Potato,1900,15,3,1600,500,False,500,3200.0,4800,300
Fruits & Vegetables,Coccinia,3200,15,3,2700,250,False,250,10800.0,8100,500
Fruits & Vegetables,Guava,5400,16,3,4500,232,False,4,19396.55172413793,13500,900
Fruits & Vegetables,Apple Washington,17700,15,3,14900,232,False,4,64224.13793103448,44700,2800
Fruits & Vegetables,Amla,3200,15,3,2700,250,False,250,10800.0,8100,500
Fruits & Vegetables,Beans Cluster,3000,16,3,2500,250,False,250,10000.0,7500,500
Fruits & Vegetables,Apple Royal Gala,18900,15,3,15900,232,False,4,68534.48275862068,47700,3000
Fruits & Vegetables,Chilli Bhaji,3000,16,3,2500,250,False,250,10000.0,7500,500
Fruits & Vegetables,Lettuce Green,2300,17,3,1900,100,False,100,19000.0,5700,400
Fruits & Vegetables,Baby Corn Peeled,3500,17,3,2900,250,False,250,11600.0,8700,600
Fruits & Vegetables,Mixed Sprouts,3500,17,3,2900,200,False,200,14500.0,8700,600
Fruits & Vegetables,Zucchini Green,3500,17,3,2900,250,False,250,11600.0,8700,600
Fruits & Vegetables,Beans Broad,4200,16,3,3500,250,False,250,14000.0,10500,700
Fruits & Vegetables,Raw Banana,2000,15,6,1700,500,False,500,3400.0,10200,300
Fruits & Vegetables,Colocasia ,2900,17,6,2400,500,False,500,4800.0,14400,500
Fruits & Vegetables,Tomato Cherry ,3500,17,3,2900,200,False,200,14500.0,8700,600
Fruits & Vegetables,Sweet Potato ,3800,15,3,3200,500,False,500,6400.0,9600,600
Fruits & Vegetables,Pineapple Slice,8900,15,3,7500,200,False,200,37500.0,22500,1400
Fruits & Vegetables,Orange,5400,16,3,4500,116,False,2,38793.10344827586,13500,900
Fruits & Vegetables,Dragon Fruit Imported,7000,15,3,5900,58,False,1,101724.13793103448,17700,1100
Fruits & Vegetables,Zucchini Yellow,4200,16,3,3500,250,False,500,14000.0,10500,700
Fruits & Vegetables,Apple Kinnaur,14200,16,6,11900,232,False,4,51293.10344827586,71400,2300
Fruits & Vegetables,Pineapple,9400,15,3,7900,58,False,1,136206.89655172412,23700,1500
Fruits & Vegetables,Basil,2000,15,3,1700,100,False,100,17000.0,5100,300
Fruits & Vegetables,Parsley,1700,17,3,1400,100,False,100,14000.0,4200,300
Fruits & Vegetables,Ridge Gourd,3000,16,3,2500,500,False,500,5000.0,7500,500
Fruits & Vegetables,Papaya Cut,4600,15,3,3900,200,False,200,19500.0,11700,700
Fruits & Vegetables,Pomegranate Peeled,5800,15,2,4900,100,False,100,49000.0,9800,900
Fruits & Vegetables,Pear Green Imported,8200,15,3,6900,116,False,2,59482.75862068966,20700,1300
Fruits & Vegetables,Guava Thai,7000,15,3,5900,116,False,2,50862.06896551724,17700,1100
Fruits & Vegetables,Lettuce Red,2000,15,3,1700,100,False,100,17000.0,5100,300
Fruits & Vegetables,Mango Raw,6000,16,3,5000,500,False,500,10000.0,15000,1000
Fruits & Vegetables,Biryani /Pulav Mix,5800,15,3,4900,250,False,250,19600.0,14700,900
Fruits & Vegetables,Banana Nendran,5400,16,6,4500,500,False,500,9000.0,27000,900
Fruits & Vegetables,Pumpkin Cut,3000,16,3,2500,200,False,200,12500.0,7500,500
Fruits & Vegetables,Banana Red,5400,16,6,4500,500,False,500,9000.0,27000,900
Fruits & Vegetables,Radish White,2300,17,6,1900,500,False,500,3800.0,11400,400
Fruits & Vegetables,Avocado Indian Premium,17700,15,3,14900,58,False,1,256896.5517241379,44700,2800
Fruits & Vegetables,Banana Leaf,1200,16,2,1000,58,False,1,17241.37931034483,2000,200
Fruits & Vegetables,Sponge Gourd,2500,16,2,2100,300,False,300,7000.0,4200,400
Fruits & Vegetables,Zama Organics Carrot,2000,15,3,1700,250,False,250,6800.0,5100,300
Fruits & Vegetables,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,False,1,10500.0,21000,500
Fruits & Vegetables,Zama Organics Sweet Potato,3700,16,3,3100,250,False,250,12400.0,9300,600
Fruits & Vegetables,Beetroot,1600,18,3,1300,500,False,500,2600.0,3900,300
Fruits & Vegetables,Capsicum,2600,19,3,2100,500,False,500,4200.0,6300,500
Fruits & Vegetables,Carrot,1900,21,3,1500,500,False,500,3000.0,4500,400
Fruits & Vegetables,Garlic,1700,23,3,1300,200,False,200,6500.0,3900,400
Fruits & Vegetables,Carrot,1300,15,0,1100,250,True,200,4400.0,0,200
Fruits & Vegetables,Beetroot,1100,18,0,900,250,True,250,3600.0,0,200
Fruits & Vegetables,Moong Sprouts,3500,17,0,2900,200,True,200,14500.0,0,600
Fruits & Vegetables,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,True,500,11400.0,0,300
Fruits & Vegetables,Safal Frozen Corn,4100,4,0,3900,200,True,200,19500.0,0,200
Fruits & Vegetables,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,True,1,15200.0,0,800
Cooking Essentials,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,False,70,17142.85714285714,7200,0
Cooking Essentials,iD Idli & Dosa Batter ,8000,15,6,6800,1000,False,1,6800.0,40800,1200
Cooking Essentials,Tata Salt,2400,0,6,2400,1000,False,1,2400.0,14400,0
Cooking Essentials,Arden Eggs White,9700,0,4,9700,696,False,12,13936.781609195401,38800,0
Cooking Essentials,Arden Eggs White,6500,15,4,5500,348,False,6,15804.597701149425,22000,1000
Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),23000,4,6,21900,1000,False,1,21900.0,131400,1100
Cooking Essentials,Aashirvaad Superior MP Atta,25000,2,6,24500,5000,False,5,4900.0,147000,500
Cooking Essentials,Amul Pure Ghee (Pouch),25500,2,6,24900,500,False,500,49800.0,149400,600
Cooking Essentials,Arden Eggs Brown,8500,7,4,7900,348,False,6,22701.149425287356,31600,600
Cooking Essentials,Tata Salt Lite,4000,10,6,3600,1000,False,1,3600.0,21600,400
Cooking Essentials,Saffola Gold Oil (Pouch),21500,0,6,21500,1000,False,1,21500.0,129000,0
Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),92500,0,6,92500,5000,False,5,18500.0,555000,0
Cooking Essentials,Fortune Rice Bran (Pouch),22500,11,6,19900,1000,False,1,19900.0,119400,2600
Cooking Essentials,Saffola Active Oil,21000,0,6,21000,1000,False,1,21000.0,126000,0
Cooking Essentials,Amul Pure Ghee (Pouch),50500,1,2,49900,1000,False,1,49900.0,99800,600
Cooking Essentials,Aashirvaad Atta,46000,13,6,39900,10000,False,10,3990.0,239400,6100
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),16000,6,4,14900,1000,False,1,14900.0,59600,1100
Cooking Essentials,Amul Ghee (Tin),52000,2,6,50900,1000,False,1,50900.0,305400,1100
Cooking Essentials,Amul Fresh Cream,19700,3,3,19100,1000,False,1,19100.0,57300,600
Cooking Essentials,Popular Essentials Pure Jaggery,5000,2,6,4900,450,False,450,10888.888888888889,29400,100
Cooking Essentials,Aashirvaad Multigrain Atta,6400,3,2,6200,1000,False,1,6200.0,12400,200
Cooking Essentials,Fortune Soyabean Oil,100500,0,6,99900,5000,False,5,19980.0,599400,600
Cooking Essentials,Popular Essentials Sunflower Seeds,2500,0,6,2500,50,False,50,50000.0,15000,0
Cooking Essentials,Tata Sampann kabuli chana,18500,1,4,18300,1000,False,500,18300.0,73200,200
Cooking Essentials,Dhara Groundnut Oil (Pouch),23000,11,6,20300,1000,False,1,20300.0,121800,2700
Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,120000,18,6,98400,5000,False,5,19680.0,590400,21600
Cooking Essentials,24 Mantra Organic Jaggery Powder,8000,15,6,6800,500,False,500,13600.0,40800,1200
Cooking Essentials,Tata Sampann High Protien Kabuli Chana,9400,0,1,9400,500,False,500,18800.0,9400,0
Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,125000,8,6,114300,5000,False,5,22860.0,685800,10700
Cooking Essentials,D'lecta Dairy Cream,5400,5,6,5100,200,False,200,25500.0,30600,300
Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,False,60,25000.0,4500,0
Cooking Essentials,Dabur Ginger Garlic Paste,2500,8,3,2300,100,False,100,23000.0,6900,200
Cooking Essentials,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,False,60,25000.0,9000,0
Cooking Essentials,Gowardhan Ghee/Tuppa Jar,31500,1,6,30900,500,False,500,61800.0,185400,600
Cooking Essentials,Tata Sampann Unpolished Moong Dal ,9200,4,4,8800,500,False,500,17600.0,35200,400
Cooking Essentials,Aashirvaad Select Atta,6400,0,6,6400,1000,False,1,6400.0,38400,0
Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,1500,0,4,1500,100,False,100,15000.0,6000,0
Cooking Essentials,Gowardhan Ghee Jar,59800,3,6,57900,1000,False,1,57900.0,347400,1900
Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,False,70,28571.428571428572,2000,0
Cooking Essentials,Popular Essentials Refined Sugar,6000,0,6,6000,1000,False,1,6000.0,36000,0
Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,21600,7,6,19900,1000,False,1,19900.0,119400,1700
Cooking Essentials,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,False,38,39473.68421052631,9000,0
Cooking Essentials,Satyam Puffed Rice Kurmura (R),2300,0,6,2300,200,False,200,11500.0,13800,0
Cooking Essentials,Quaker Oats,7900,0,2,7900,400,False,400,19750.0,15800,0
Cooking Essentials,Aashirvaad Select Sharbati Atta,31500,10,6,28300,5000,False,5,5660.0,169800,3200
Cooking Essentials,Popular Essentials Refined Sugar,29500,10,6,26500,5000,False,5,5300.0,159000,3000
Cooking Essentials,Gowardhan Cow Ghee Pouch,57900,10,6,52100,1000,False,1,52100.0,312600,5800
Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,21000,5,6,19900,1000,False,1,19900.0,119400,1100
Cooking Essentials,Parachute Oil ,4000,7,3,3700,100,False,100,37000.0,11100,300
Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),1800,0,6,1800,100,False,100,18000.0,10800,0
Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,False,200,27000.0,21600,200
Cooking Essentials,Saffola Gold (Jar),124000,0,6,124000,5000,False,5,24800.0,744000,0
Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,False,240,49166.666666666664,35400,200
Cooking Essentials,Fortune Rice Bran Health Oil (Jar),105000,1,6,103900,5000,False,5,20780.0,623400,1100
Cooking Essentials,Arden Desi Eggs,11000,13,4,9500,348,False,6,27298.850574712644,38000,1500
Cooking Essentials,Fortune Rozana Basmati Rice,58500,21,6,46200,5000,False,5,9240.0,277200,12300
Cooking Essentials,Fortune Biriyani Special Basmati Rice,17500,0,5,17500,1000,False,1,17500.0,87500,0
Cooking Essentials,Everest Garam Masala,7800,7,5,7200,100,False,100,72000.0,36000,600
Cooking Essentials,Popular Essentials Pumpkin Seeds,9000,16,6,7500,100,False,100,75000.0,45000,1500
Cooking Essentials,Fortune Soya Health Refined Soybean Oil,21000,1,2,20600,1000,False,1,20600.0,41200,400
Cooking Essentials,Gowardhan Pure Ghee Pouch,29500,4,6,28100,500,False,500,56200.0,168600,1400
Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,4000,5,3,3800,100,False,100,38000.0,11400,200
Cooking Essentials,Weikfield Baking Soda,3000,3,6,2900,100,False,100,29000.0,17400,100
Cooking Essentials,Everest Pav Bhaji Masala,3700,10,4,3300,50,False,50,66000.0,13200,400
Cooking Essentials,Tata Sampann Unpolished Chana Dal,9500,6,2,8900,1000,False,500,8900.0,17800,600
Cooking Essentials,Amul Mithai Mate EOE Tin,11200,2,6,10900,400,False,400,27250.0,65400,300
Cooking Essentials,Pillsbury Chakki Fresh Atta,45000,16,6,37500,10000,False,10,3750.0,225000,7500
Cooking Essentials,Everest Chicken Masala,3900,2,1,3800,50,False,50,76000.0,3800,100
Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),20500,7,6,19000,1000,False,1,19000.0,114000,1500
Cooking Essentials,Borges Extra Virgin Olive Oil,40000,25,1,29900,250,False,250,119600.0,29900,10100
Cooking Essentials,Everest Shahi Biryani Masala,7000,14,6,6000,50,False,50,120000.0,36000,1000
Cooking Essentials,Popular Essentials Californian Almond,35000,28,6,25100,250,False,250,100400.0,150600,9900
Cooking Essentials,Popular Essentials Ajwain Whole,2500,0,4,2500,50,False,50,50000.0,10000,0
Cooking Essentials,Everest Tikhalal Chilli Powder,23500,9,6,21200,500,False,500,42400.0,127200,2300
Cooking Essentials,Popular Essentials Kabuli Chana Regular,8500,9,6,7700,500,False,500,15400.0,46200,800
Cooking Essentials,Pillsbury Chakki Fresh Atta,5200,0,4,5200,1000,False,1,5200.0,20800,0
Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,4500,2,6,4400,100,False,100,44000.0,26400,100
Cooking Essentials,Popular Essentials Bansi Sooji,3500,2,3,3400,500,False,500,6800.0,10200,100
Cooking Essentials,Happilo Premium International Queen Kalmi Dates,24500,29,6,17200,200,False,200,86000.0,103200,7300
Cooking Essentials,Tata Sampann Unpolished Urad Whole,10100,6,4,9400,500,False,500,18800.0,37600,700
Cooking Essentials,Popular Essentials Cashew Split,32500,12,6,28300,250,False,250,113200.0,169800,4200
Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),6000,10,6,5400,500,False,500,10800.0,32400,600
Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),13400,6,6,12500,500,False,500,25000.0,75000,900
Cooking Essentials,Everest Garam Masala,4200,2,2,4100,50,False,50,82000.0,8200,100
Cooking Essentials,Everest Kitchen King Masala,7000,14,2,6000,100,False,100,60000.0,12000,1000
Cooking Essentials,24 Mantra Organic Cumin,7000,7,2,6500,100,False,100,65000.0,13000,500
Cooking Essentials,Nestle Milkmaid,13200,3,6,12800,400,False,400,32000.0,76800,400
Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,6500,9,6,5900,1000,False,1,5900.0,35400,600
Cooking Essentials,24 Mantra Organic Tur Dal,26000,20,6,20800,1000,False,1,20800.0,124800,5200
Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,9900,10,6,8900,200,False,200,44500.0,53400,1000
Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),6500,10,3,5800,500,False,500,11600.0,17400,700
Cooking Essentials,24 Mantra Organic Peanuts,13500,7,1,12500,500,False,500,25000.0,12500,1000
Cooking Essentials,Everest Hingraj Powder,9000,10,2,8100,50,False,50,162000.0,16200,900
Cooking Essentials,Everest Black Pepper Powder,13500,14,6,11500,100,False,100,115000.0,69000,2000
Cooking Essentials,Tata Sampann Masoor Dal Stand,15000,10,4,13400,1000,False,1,13400.0,53600,1600
Cooking Essentials,24 Mantra Organic Besan,9500,7,5,8800,500,False,500,17600.0,44000,700
Cooking Essentials,Quaker Oats,19900,7,6,18400,1000,False,1,18400.0,110400,1500
Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),48500,7,6,44900,2000,False,2,22450.0,269400,3600
Cooking Essentials,Nestle Everyday Dairy Whitener,21000,0,4,21000,400,False,400,52500.0,84000,0
Cooking Essentials,24 Mantra Organic Red Poha,7500,8,1,6900,500,False,500,13800.0,6900,600
Cooking Essentials,Everest Powder - Tea Masala,9800,9,5,8900,100,False,100,89000.0,44500,900
Cooking Essentials,Tata Sampann Urad Dal Split,9400,4,6,9000,500,False,500,18000.0,54000,400
Cooking Essentials,Popular Essentials Idli Sooji ,3000,6,6,2800,500,False,500,5600.0,16800,200
Cooking Essentials,Popular Essentials Dessicated Coconut,9500,9,6,8600,200,False,200,43000.0,51600,900
Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,False,260,16538.46153846154,12900,1700
Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,False,500,16000.0,48000,8000
Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,False,60,33333.333333333336,12000,500
Cooking Essentials,Satyam Khobra,11300,10,5,10100,200,False,200,50500.0,50500,1200
Cooking Essentials,Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,False,500,42000.0,63000,500
Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,False,500,50000.0,75000,0
Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,13500,0,2,13500,500,False,500,27000.0,27000,0
Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,3700,0,6,3700,100,False,100,37000.0,22200,0
Cooking Essentials,Tata Sampann Moong Dal Split,18000,1,5,17800,1000,False,200,17800.0,89000,200
Cooking Essentials,Tata Sampann Kala Chana,6400,0,5,6400,500,False,500,12800.0,32000,0
Cooking Essentials,Saffola Soya Chunks Mealmaker,5000,0,2,5000,200,False,200,25000.0,10000,0
Cooking Essentials,24 Mantra Bura Sugar (Demerara),8000,10,6,7200,500,False,500,14400.0,43200,800
Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),20000,1,6,19800,50,False,50,396000.0,118800,200
Cooking Essentials,Hershey's Syrup Delicious Strawberry,9500,0,1,9500,200,False,200,47500.0,9500,0
Cooking Essentials,Popular Essentials Anjeer,19000,11,4,16900,100,False,100,169000.0,67600,2100
Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,2000,0,2,2000,100,False,100,20000.0,4000,0
Cooking Essentials,Weikfield Baking Powder,3300,3,6,3200,100,False,100,32000.0,19200,100
Cooking Essentials,Dabur Honey Squeezy,18500,9,6,16700,225,False,225,74222.22222222223,100200,1800
Cooking Essentials,Tata Sampann High Protein Kali Urad,9100,14,6,7800,500,False,500,15600.0,46800,1300
Cooking Essentials,Everest Kitchen King Masala,3700,2,6,3600,50,False,50,72000.0,21600,100
Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,False,500,16000.0,48000,8000
Cooking Essentials,TilSona Til Oil,18000,10,2,16200,500,False,500,32400.0,32400,1800
Cooking Essentials,Top Ramen Chicken Noodles,6000,10,1,5400,280,False,280,19285.714285714286,5400,600
Cooking Essentials,Everest Chaat Masala,3500,2,1,3400,50,False,50,68000.0,3400,100
Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,8900,10,2,8000,40,False,40,200000.0,16000,900
Cooking Essentials,Popular Essentials White Peas (Un-Polished),8000,10,5,7200,500,False,500,14400.0,36000,800
Cooking Essentials,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,False,60,73333.33333333333,8800,0
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),105000,1,6,103500,5000,False,5,20700.0,621000,1500
Cooking Essentials,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,False,165,56969.69696969697,56400,500
Cooking Essentials,Hershey's Caramel Syrup,23000,0,1,23000,623,False,623,36918.138041733546,23000,0
Cooking Essentials,Pillsbury Multi Grain Atta,6000,6,3,5600,1000,False,1,5600.0,16800,400
Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,False,240,49166.666666666664,23600,200
Cooking Essentials,Satyam Puffed Rice Kurmura (A),4300,0,6,4300,200,False,200,21500.0,25800,0
Cooking Essentials,MTR 3 Min Poha,2500,0,6,2500,60,False,60,41666.666666666664,15000,0
Cooking Essentials,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,False,60,25000.0,7500,0
Cooking Essentials,Everest Pav Bhaji Masala,7000,0,2,7000,100,False,100,70000.0,14000,0
Cooking Essentials,Hershey's Chocolate Flavour Syrup,22000,6,6,20500,623,False,680,32905.296950240765,123000,1500
Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),5500,16,4,4600,200,False,200,23000.0,18400,900
Cooking Essentials,24 Mantra Red Chilly Whole,7000,7,1,6500,100,False,100,65000.0,6500,500
Cooking Essentials,Dabur Honey - World's No.1,12000,0,6,12000,250,False,250,48000.0,72000,0
Cooking Essentials,24 Mantra Organic Puffed Rice,4000,2,6,3900,200,False,200,19500.0,23400,100
Cooking Essentials,24 Mantra Organic Wheat Daliya ,4800,2,2,4700,500,False,500,9400.0,9400,100
Cooking Essentials,24 Mantra Organic Ragi Flour,6500,20,4,5200,500,False,500,10400.0,20800,1300
Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),3500,5,6,3300,25,False,25,132000.0,19800,200
Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,21500,0,4,21500,1000,False,1,21500.0,86000,0
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,10200,7,4,9400,2000,False,2,4700.0,37600,800
Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),8500,7,5,7900,500,False,500,15800.0,39500,600
Cooking Essentials,Popular Essentials HMT Kolam Steam,7500,0,3,7500,1000,False,1,7500.0,22500,0
Cooking Essentials,Popular Essentials Black Urad Split,8000,10,4,7200,500,False,500,14400.0,28800,800
Cooking Essentials,Keya Oregano,10900,10,5,9800,9,False,9,1088888.888888889,49000,1100
Cooking Essentials,Popular Essentials Pink Rajma,10000,10,6,9000,500,False,500,18000.0,54000,1000
Cooking Essentials,Everest Chicken Masala,7400,2,6,7200,100,False,100,72000.0,43200,200
Cooking Essentials,Popular Essentials HMT Kolam Steam,37000,10,6,33300,5000,False,5,6660.0,199800,3700
Cooking Essentials,Everest Shahi Paneer Masala,4200,4,5,4000,50,False,50,80000.0,20000,200
Cooking Essentials,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,False,500,58600.0,29300,3200
Cooking Essentials,Flying Bird Vanilla Essence,3500,2,6,3400,20,False,20,170000.0,20400,100
Cooking Essentials,Everest Sabji Masala,3000,3,6,2900,50,False,50,58000.0,17400,100
Cooking Essentials,Popular Essentials Californian Almond,69500,32,6,47000,500,False,500,94000.0,282000,22500
Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,11000,20,6,8800,80,False,80,110000.0,52800,2200
Cooking Essentials,Everest Rajma Masala,3300,3,5,3200,50,False,50,64000.0,16000,100
Cooking Essentials,Popular Essentials White Til,4000,5,1,3800,100,False,100,38000.0,3800,200
Cooking Essentials,Amul Dark Compound Chocolate Slab,12500,2,6,12200,500,False,500,24400.0,73200,300
Cooking Essentials,Mothers Recipe Papad Chana Masala,7900,10,6,7100,200,False,200,35500.0,42600,800
Cooking Essentials,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,False,240,25000.0,6000,0
Cooking Essentials,Amul Milk Compound Chocolate Slab,11000,2,6,10700,500,False,500,21400.0,64200,300
Cooking Essentials,Eastern Chicken Masala,7000,7,3,6500,100,False,100,65000.0,19500,500
Cooking Essentials,Popular Essentials Methi Seeds,2500,0,5,2500,100,False,100,25000.0,12500,0
Cooking Essentials,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,False,46,43478.260869565216,4000,0
Cooking Essentials,Cadbury Hot Chocolate,17500,5,6,16600,200,False,200,83000.0,99600,900
Cooking Essentials,Ching's Chicken Chilli Masala,1000,0,6,1000,20,False,20,50000.0,6000,0
Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,6200,6,6,5800,250,False,250,23200.0,34800,400
Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,10000,10,6,9000,50,False,50,180000.0,54000,1000
Cooking Essentials,Popular Essentials Idli Rice,6000,10,4,5400,1000,False,1,5400.0,21600,600
Cooking Essentials,Everest Chole Masala,3300,3,1,3200,50,False,50,64000.0,3200,100
Cooking Essentials,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,False,200,22500.0,27000,300
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",3500,2,6,3400,48,False,48,70833.33333333333,20400,100
Cooking Essentials,Popular Essentials Cooking Soda,3000,10,6,2700,200,False,200,13500.0,16200,300
